courier_id,mean,median,std,count
134,5.8831816681955225,5.529577387230205,3.151230027425079,432
135,7.024320632526773,6.577431937841006,3.3709678848866993,171
136,7.687997995130516,6.419133249189896,5.107298644195387,138
137,6.847073990012594,5.837667024479142,4.065744126251814,214
138,5.789660914458218,5.374614851928865,3.1225373718887486,424
139,5.3946653484573135,4.809496422105195,3.254313325357737,354
140,5.6021669759028265,4.715549977155142,3.380271348774637,304
141,5.487366093027363,4.720858673078001,3.347946763052784,453
142,6.162834565526323,5.513714003190045,3.602771918416937,281
143,4.675134725542966,4.120355576611253,2.644156589152405,440
144,5.5967374340837495,5.012356916158186,3.308732073806741,710
145,4.71082235674982,3.970971592663359,3.359859296524012,294
146,5.5731165452939475,4.777360120007251,3.4492336451871015,581
147,6.206004051834998,5.4083718529456615,3.345634344696041,28
148,6.614155338499501,6.020921399684642,3.7706197579608323,410
149,7.51850865740315,7.355491944729163,3.8562622584763546,202
150,5.071559768562369,4.536543836016898,2.5675772968173334,158
151,5.130950712871906,4.436236604780941,3.1474581428981057,905
152,7.39184746420229,6.57443194186823,3.8991286372212572,233
153,5.409687031314449,4.649076591220017,3.055634286374458,601
154,5.1481229952407945,4.457961682562064,3.066266447321391,483
155,6.045450252275355,5.137341643565892,3.8214865213798026,295
156,5.141290829383833,4.38206783132758,3.216530746473606,394
157,4.832838486426128,4.372029883313148,2.7777921468387103,584
158,8.134192745229482,8.201968555318913,3.4096912852602084,251
159,5.527666143687379,5.066649341892594,3.195618370968539,200
160,4.337382678757261,3.915541289375401,2.2078989796212816,351
161,5.112598580633021,4.516638621129477,4.2366502897342,588
162,5.789755586257468,5.313404336332148,3.0830982414142603,262
163,7.265661707306072,6.975402335370686,4.030329781728001,157
164,5.444072463906837,4.776414486996608,3.053417302531738,449
165,5.641285739236805,5.021891179027575,3.296766797013633,434
166,5.947173676891658,5.08385182589142,4.232581987122133,416
167,5.0396220675604075,4.565078934266157,2.48038887389649,201
168,6.9680445410112535,6.371321028973919,3.855949090807574,801
169,6.643852566203997,5.719890411094084,4.15180350123444,618
170,5.040547327018873,4.503550519058271,2.882128925398949,537
171,6.363413064575224,5.534526915579704,3.6274926259931313,692
172,7.602011905207581,7.050444402765896,4.204585607456526,121
173,7.6713746083264445,7.669457408764686,4.540865264361032,164
174,5.414043978066409,4.953360560821653,2.6524208998752847,87
175,5.432784249545006,4.713107383161381,2.9365788508297013,510
176,6.068060363134125,5.241905167202402,3.4268481083418227,280
177,6.620636112656832,5.797304575356801,3.8627751904159875,230
178,5.888696766601781,5.308195014737876,2.986821870912115,134
179,5.504608437441963,5.20361963086097,2.73477447206487,66
180,5.6255514734384215,5.060307305249568,2.9728191995901656,374
181,6.599578635831427,5.737935209433964,4.102810083177718,544
182,5.5767326381756765,4.933362332110564,3.5552549689013757,618
183,5.303027862755387,4.811835087510129,2.7879031346288405,678
184,6.459097471307556,5.606215942661829,4.15499184040374,521
185,5.125530356992472,4.4521675340555635,2.892381623390223,232
186,3.9855469183893835,3.0254949623946437,3.0277290052317167,501
187,5.691853051009584,4.79738527059854,3.8154850119152393,540
188,6.046182998458262,5.356715248497051,3.6008819309464872,611
189,5.6357905263667165,5.357922355079985,3.200141372253238,304
190,5.129850442767012,4.614958499212138,2.8791334539593203,313
191,5.20718377325714,3.593963259433972,3.8005293771310718,65
192,4.024226785702719,3.1728276176122048,2.592345620894496,537
193,5.646664212770445,5.241372425968489,3.364473403170291,298
194,7.297333853772075,5.695706280058163,7.571614159098958,169
195,6.512350486496083,5.925408356070365,3.727638975432297,686
196,5.640007675198177,5.1467745967811975,2.8922357847898383,92
197,6.915736314117291,5.806770787723032,4.249100646100076,248
198,7.756686230745598,7.629282975224985,4.28317047387391,75
199,8.199806198262817,8.218217049955125,4.99712451717039,84
200,6.191683630865325,5.75813124028164,4.040013662805743,377
201,7.660306375164231,6.954767863200722,4.865522388904758,741
202,5.834524611313609,5.041415823259216,3.4935527013520162,573
203,5.223093619855489,4.220463853468814,3.8936877381898047,173
204,8.477960629465576,8.2131620874603,4.112267858324282,48
205,6.137696319621803,5.722885873667261,3.191972274722372,439
206,6.373543193271532,5.654661566452246,3.740127944523422,235
207,6.138480072982851,5.543067770655549,3.329676726614772,298
208,4.327737175828685,3.6671707093239214,2.76153125422963,428
209,6.932183403693229,6.155949951248718,4.348144517374744,273
210,5.603110644084232,5.1656595781904535,2.98187442287146,554
211,6.572717588888492,6.025517047685987,3.5683102865008367,612
212,3.4375366409213486,2.858180373978283,2.013721767667113,236
213,5.507881735398875,4.918223634091232,3.2552396181117995,294
214,5.833653706449709,4.872451915186764,3.9851542664510204,227
215,5.398277796817903,4.8387758897697495,3.030913455235592,566
216,5.318141491233789,4.439013152523909,3.4608800589700794,146
217,5.624113203016513,4.6830091708794175,4.014467483210759,84
218,5.689686814477741,4.888755841434968,3.3714278653658263,92
219,5.930412554440621,4.989043442448914,3.807993939910074,777
220,5.2303409074635985,4.21315684410641,3.6596353027335398,637
221,5.3334256178909065,4.62030957779934,3.049798419845784,503
222,7.798213164498088,7.146446869547432,3.966851610149791,109
223,5.182790000584467,4.86350280473618,2.691852596094188,143
224,6.129030486716482,5.5210452577084945,3.381526689676824,606
225,6.2869238186240715,4.7986944541001595,5.324694314715421,159
226,5.186742529088354,4.292035825072088,3.293376329282822,361
227,6.712437624127754,5.98784936812381,3.6163156388219106,451
228,5.880798693775205,5.365722987477817,3.4988249563309743,484
229,7.009066476411768,6.3910904631409915,3.741142967060879,209
230,5.109501036363479,4.453201673013591,3.091125855196265,280
231,7.687784462187515,7.615919625973326,3.9357700301149294,133
232,5.625416102383702,4.943477909189149,3.26154972391705,492
233,5.479715580522542,4.913290079926686,2.9378963847661557,295
234,6.151657586093341,5.93487694605006,3.3760949782362375,230
235,5.645286312288656,4.987680506229955,3.052323604101385,590
236,6.604997663772201,5.9916591728093564,3.8089522340341997,445
237,5.055950085992892,4.546691348320498,2.8632007938428847,514
238,5.094505201273147,4.637136975271776,2.855487041529115,473
239,6.394356889584051,5.8042693777172625,3.8114330718657454,136
240,4.8424890930504745,4.262670686910927,2.893916999666207,384
241,7.363089449108536,6.579971982588077,4.433262710866508,651
242,9.860273751764298,9.810650430190313,5.13761313511433,141
243,9.102611060224515,8.795315125680222,4.276927712694348,132
244,4.979255394989876,4.319565360023287,3.230486346063353,410
245,6.729122893732716,6.058351117180225,3.7033580034654143,116
246,6.914072872370989,5.836468561281514,4.263583058567054,307
247,9.573432885066701,9.783398396418729,4.927551708595111,82
248,5.748834684275949,5.107022862579983,3.324015872108811,307
249,4.7643545176141755,4.149323698448816,2.8186092347813183,307
250,5.238487114458447,4.510591539078778,4.009537923661061,547
251,5.590228392967507,5.105747275643819,3.3397395984680514,521
252,6.382554918148445,5.461677705342533,4.00305640665947,414
253,5.451117128169584,4.954343685623904,3.114937838222875,348
254,6.2911943821102225,5.836762852831949,3.514703085064798,200
255,6.956871670031497,6.163984668261928,4.340012010590193,453
256,6.341425245974976,5.494683427380632,3.678433149527937,164
257,5.0666587949149555,4.537659844761706,2.616708468357085,191
258,6.206852037669832,5.659534763600089,3.753687165418425,354
259,6.602043644337637,6.041062601994783,3.792449591398778,645
260,5.882609814987174,5.106444057700126,3.5965311303353165,157
261,7.0863570529730096,6.255898271664423,4.411366868109181,509
262,5.219350686989878,4.697710451282301,3.0951741227620526,216
263,4.900988281508393,4.338134206601568,2.964374269928771,446
264,6.763984034028872,5.919020293701035,4.114351470317266,139
265,7.195065407329643,6.374521877797962,4.561803393482576,512
266,5.064925218644542,4.634980877429044,2.93170148578673,208
267,4.952687460900334,4.745994850784449,2.2755162412922423,205
268,5.568559208999308,4.876341726076214,3.1705588137635647,665
269,6.7212090084065546,5.989730503693389,4.043999249448694,376
270,6.0888389610889,5.877913640457826,3.389791687547457,190
271,7.376269009490234,6.274512952237834,4.724139534972466,408
272,5.728393400122426,4.618305034311651,4.128579155740834,380
273,7.417194234845561,7.232356097641563,3.6778073641803486,118
274,6.708140259498735,6.118238707842762,3.7455364085969887,174
275,4.918680872433147,4.337245952012256,2.7125385986820563,247
276,4.462634962800008,4.027083543694877,2.289155475469939,338
277,4.234607450592333,4.062806169234795,2.348877235036027,23
278,5.419505506009463,4.715920331854986,3.103171884089696,808
279,4.843455660469348,4.506966095744419,2.762787663779863,334
280,7.0416406867844685,6.074368210850562,3.4154294008373522,85
281,5.339599299788226,4.660053072636412,3.202214355159128,268
282,6.047193044838098,5.763125638826704,3.319288452426243,73
283,7.109309338081102,6.648895836997968,4.058394752817669,401
284,4.604724367750692,4.119588972692908,2.5524283724723977,117
285,5.768603205556159,5.1535819351488605,3.1916438354742547,277
286,6.0266026986828924,5.416216591434866,3.3360976525499826,485
287,6.385300605983089,5.588825913002024,3.682183669668879,172
288,5.0849839381605495,4.512672447112869,3.0835420973704153,541
289,6.9967849732009855,6.470955573044524,3.7192776356761716,40
290,5.321999126023078,4.447164319465843,3.249959814599515,422
291,6.167827170550483,5.966250336769332,2.876249237351668,135
292,5.732515838928766,5.284309685294734,2.781302229197311,268
293,7.300456072100347,6.628399025584177,4.838885328949378,553
294,5.5649266402402855,5.080143042680979,2.976854048217122,485
295,6.3384462720663945,6.563526129000035,2.857020206390263,41
296,5.65067158516726,5.504952883629774,2.763816005871742,147
297,5.480312959571647,5.165215747949722,2.832255355375735,531
298,5.356638625172202,5.232050660395197,3.443477746050429,18
299,7.740535008083378,7.2100621465199355,4.590660772848252,508
300,5.367338213752145,4.993250874393656,2.711730280550793,105
301,5.917468997746998,4.956460973001993,4.091136358358574,402
302,6.2233582195992945,5.675080725625503,3.235243383297977,351
303,6.505736007366576,6.1324201175431625,3.4550804744414974,148
304,5.239380812408819,4.816546792192054,2.9931325738455605,482
305,6.205851613227334,5.425454540240992,3.893605711140953,528
306,5.55318598136683,4.960394411272197,3.233268730717348,229
307,5.621543088875334,4.918228014149978,3.067728517254111,190
308,7.029584774902336,6.668268417241625,3.922410072457981,131
309,6.0596977118607205,5.570498586918674,3.2685452565780397,480
310,7.4204029918130825,6.564184114444757,5.114324290167676,218
311,7.116210529250098,6.207419453121808,4.741676991106698,558
312,4.372079986307084,3.6374956711193573,2.995469549104583,311
313,6.647457648201014,5.901090339322044,3.7399320978483788,959
314,8.51931573921037,7.582020398215058,4.670354288531843,230
315,6.410518267094514,5.845687144355191,3.784346826428555,544
316,5.448191197044687,5.0975943322572785,2.8232998846848028,522
317,6.947406268951693,5.9992941751574245,4.62612317981103,202
318,7.135509771477732,6.4308061674019505,5.38594070380261,351
319,5.575097578079926,4.889745219425795,3.1967958493641793,361
320,6.6403400471600555,5.926789309759296,3.948295437731088,546
321,6.3387240809566165,5.332593162883686,3.9557371173046363,258
322,5.168299141347966,4.218600017216574,3.3806660780053104,457
323,4.906774666068254,4.21199951143314,3.01226836952329,233
324,4.2128197623822485,3.51787577096957,2.7783162589634953,657
325,6.466986117371955,5.950298866235706,3.697370110296827,529
326,6.499793056843992,5.767808405300867,3.6589823046161536,158
327,4.925341945474867,4.324392895316499,2.929422210921469,330
328,5.314564080935615,4.780444395428487,3.024623518297529,562
329,9.596114429930589,8.143209558777155,7.514027910315982,304
330,7.350324496111156,6.60331203374661,4.464439101847766,214
331,5.150051901311372,4.781114519760347,2.5995281261196093,553
332,6.150415409415722,5.526997269828682,3.848326803374036,427
333,6.198767456614758,5.844201279277911,3.3438916494881457,176
334,5.305684510232411,4.768707822410731,2.879302112540832,663
335,6.155070604062186,4.465450160241371,5.349091665266492,728
336,8.357641794355931,8.538758549776135,4.368906863894188,99
337,7.231464739067385,5.759974919802149,4.51247668242527,159
338,7.88191700973301,7.69644861228326,3.672146707112672,71
339,6.630737815931961,5.673568540141352,4.755075000809985,255
340,5.312867366178972,4.982214716215692,2.727315903624343,334
341,7.302548399750033,6.498890628682849,4.581160271680913,331
342,7.299677399275186,6.492333641111661,4.670316602370502,673
343,7.17280629458693,6.507166610876256,4.2016872157775405,417
344,6.824244855359278,7.372669517398255,3.0333630994910923,151
345,6.449321509613598,5.990806741555807,3.6712430544761596,136
346,5.726291057697719,6.071723720148021,2.2497127231710663,17
347,9.044360609292074,8.183207014859189,5.173912466890113,66
348,8.421721570857576,7.807213812375936,4.728898264529721,70
349,6.811710774670017,5.482243400594504,5.136163891565621,63
350,6.420684837192948,5.4083205827690914,4.216735013039844,379
351,6.953640315210604,6.1560905028517805,3.9506939349627266,355
352,5.1359822155888795,4.648550100971347,2.9345278793785785,388
353,7.73614009210425,6.523353553061211,4.999100971841382,548
354,6.896354263762336,5.980346848403758,4.65133511918998,219
355,5.577174340637002,4.933378610883638,2.9042282754241686,507
356,6.889757687412668,6.320539163570254,3.6592422847989297,527
357,10.262796721306973,9.81810275421566,5.500887427671302,232
358,6.133765739091739,5.984751061809514,3.089209142661621,301
359,6.206756963970159,5.795254083097384,3.841749853558362,213
360,10.025443067824305,6.009059401218852,13.811415925576402,272
361,6.147307491925053,5.4814751261065044,3.6818521000754814,412
362,5.20613864344913,5.537513432805894,2.749748745013462,83
363,12.708171535560387,7.52005484818055,17.035660015782895,263
364,6.1036157614696664,5.505243957380836,3.518506337866581,785
365,6.21989197065787,5.758009798540262,3.1483395439176514,494
366,5.686782707865011,5.507974500002135,2.8007470735852364,176
367,6.510900523944885,6.123400851634729,3.256039693079451,53
368,5.380391752460147,4.525816723876847,3.3956239270344786,553
369,5.318111096730197,4.782622453864628,3.0595314491074554,489
370,5.261817197114334,4.92133141657019,3.0830359941455203,360
371,5.569442692678834,4.9792409668919175,3.162189639204678,341
372,4.990868764120656,4.334881859389982,2.893649487961591,358
373,5.732194541350367,5.365092441525679,3.0817748466740476,371
374,4.90673258707014,4.403112147879543,3.0857534441573224,167
375,5.9632739216723145,5.342799392497671,3.358003593080052,526
376,5.516112394096712,4.866001366217808,3.140311501239422,463
377,4.123886907320795,3.4723203326263894,2.3824261418485864,90
378,6.269660907268508,5.417337755176283,3.9744916483586734,364
379,4.851899531144514,4.357887713737522,2.6594538585655627,179
380,5.807795858237527,5.280251949422786,3.652471213519649,252
381,5.351644703791137,4.384888790781978,3.7030572438770433,218
382,5.569500072532639,5.048044422812,3.486978035653281,184
383,4.641310987955395,4.305168196916303,2.541698705230188,63
384,4.998731301967766,4.679517159112845,2.5122791460900684,572
385,5.418478322291398,4.867200047020564,3.1605704365221134,589
386,6.000634913548952,5.184754523863072,3.984453679825344,318
387,6.075586415357648,5.183840381671198,3.191050169559725,90
388,6.1394058929189335,5.330813257364415,3.7297375547931777,449
389,8.2476422391498,6.842705117593086,4.91513380347689,164
390,5.741676070598915,4.938071724119991,5.4530785651774245,212
391,4.410209811643137,3.410562710847455,3.3625437702398933,323
392,7.314598311421103,6.635962618069093,4.132381224674636,279
393,6.658708260720956,5.481148517531355,5.091426399411673,90
394,7.280746777336959,6.501925704899751,4.485177407364404,35
395,5.807250406098695,5.252467086785784,3.9279757569351985,92
396,7.2106402659374105,7.258779236378809,4.013094445534765,97
397,6.565838560014826,5.859918329078387,3.538860800949512,301
398,5.4198755367306815,4.67589298205684,3.273602995866166,456
399,8.045571280762239,8.667783683734562,3.815782087893884,30
400,5.992221951546014,5.957242589465719,3.151109672131186,271
401,5.154588731412141,4.485418106027009,3.107097203786386,474
402,5.335881088549162,4.797737508924676,2.716435534418154,342
403,6.783235345387599,6.901242761781821,3.0857743080847846,30
404,5.43579130511852,4.7270493055849325,3.396038560701582,366
405,6.849747644098095,5.457161893137853,5.055655341764979,160
406,6.577584424376367,5.839932561171284,3.710298764060999,277
407,5.672870472284507,5.045344048116044,3.3263085785224438,824
408,4.990551814680832,4.3339153017921985,2.782844096667151,341
409,6.7003732179861455,6.300522749319628,3.8599442167702396,187
410,5.224657320574545,4.466073621210635,3.1119317527684243,105
411,5.769866991296821,4.925223867984396,3.774562604897741,608
412,6.002292889518244,5.313327231552209,3.8823799524745852,261
413,6.39883587747031,5.856426323022308,4.04835206210906,249
414,5.859161201383195,5.520240348353914,2.8408613445624957,189
415,5.212759346790837,4.617248823098048,3.183301159315882,103
416,6.377095627691519,5.530761387971188,4.047611649305222,507
417,4.460440938729729,3.934739543707949,2.7143021438375925,523
418,4.6151477265938565,4.006380532094086,2.5671276097868034,742
419,7.640509549984666,6.6621356920263946,4.3607224930099715,248
420,6.737796219875476,6.158851513667155,4.312533916749092,191
421,4.869361695798035,4.097192890510808,3.0451948597977023,421
422,6.264242601568026,6.040906686647071,3.520040785277499,180
423,5.988498428224256,5.1000750921957785,4.068588065090988,226
424,4.899891317004824,4.640024645107831,2.4440909734289766,398
425,6.539814501997199,6.151236399362831,3.669670782062798,453
426,6.039855824435265,5.210768785589404,3.8345829739398343,202
427,6.754451454244817,6.117608427083196,4.008243971768662,154
428,5.809152595905373,5.346313516995641,3.0339088750260275,393
429,5.527988715139646,5.098369124016464,2.9010739773805154,303
430,5.701616660066675,5.2880144283587125,3.197822895837893,240
431,4.366155944013803,3.819123555526649,2.6584122152046423,378
432,8.213261037994615,7.599884752197985,4.45101427111225,184
433,5.680452806002621,4.72264234481399,3.5861071755837832,369
434,6.332802406181208,5.932657745290747,3.1359499690793777,526
435,7.367085570891988,6.653828945798554,4.711162455517475,447
436,4.059800176792431,3.2765047896020016,3.775772498464581,414
437,5.215518745967344,4.5658321422065065,2.959749043921971,208
438,5.319499386176031,4.740378008079899,2.9959045685947476,304
439,5.61891047221012,4.856968876381092,3.520879352836143,275
440,6.671956405604699,5.878697332036042,4.0681872926785,258
441,5.869740513274398,5.725910509733841,2.8175354785053854,329
442,4.810908137569026,4.23585740019665,2.7701263067338173,438
443,5.390567140689494,4.854054158749563,3.0643177811665034,255
444,5.148699650880826,4.656638848892819,2.9044290492350013,459
445,5.594926882474931,5.091074268381557,2.898665070639999,529
446,6.914311844180557,6.449844522581561,4.306342933235468,318
447,6.9598894153828015,6.291711066469585,3.8505431513215926,113
448,6.345287400405442,6.040381191747571,3.22522874352783,352
449,4.813345221711729,4.117178866769783,2.867745626107736,533
450,9.922756402292272,9.399935367001675,5.036075025860853,46
451,6.945779533000143,5.695243147886281,4.487920855975037,95
452,5.921866251900313,5.492161830337848,3.0028397964265268,490
453,7.58914304521266,6.818013701910607,3.502455607959154,80
454,6.409633405436146,5.7407291042954,4.067784067579501,539
455,5.838769989248258,5.238011246724313,3.3647404642074616,718
456,5.056510549345424,4.639206452079285,2.657030998109311,434
457,6.221401825504138,5.52616124188349,3.8455802061515785,373
458,7.455799311664237,6.779558512467035,4.602895355051002,211
459,6.926592418886026,5.903888530231591,5.906175999972779,281
460,5.2619500125509875,4.874392562939388,2.5310712159981086,48
461,6.4443357304446165,6.151162402993625,3.4263316896211786,268
462,7.477297740811804,6.685730608377508,4.710017045317226,567
463,5.288046012161621,4.827780576080716,3.182088035066919,505
464,5.784345842521195,5.2865804451042315,3.392296852284421,215
465,5.706058278173458,4.9298266102399175,3.314018433366536,485
466,5.492144704989567,5.081725428817298,2.847492739390432,352
467,5.147505864896941,4.581722691622474,3.117510966093327,378
468,6.3345014698726185,6.089372340743267,3.134032074820002,339
469,6.296375827422939,5.526291205927803,4.150924858989836,408
470,4.914664512252175,4.224862551875792,3.0071145076389847,389
471,5.011483447025431,4.453735699155075,3.2709352358905677,196
472,4.7737460174311845,3.9525235240730074,3.5115478882035096,335
473,5.656248943606133,5.126318125555408,3.026153773601136,391
474,6.35018089660241,4.78911431321813,4.504501716584251,170
475,4.896050552440553,4.072157630846242,3.2948895128907436,476
476,6.932835354206055,6.429089393218977,3.7909242133684953,233
477,5.861667886192208,5.167242278723927,3.4812989979117597,321
478,5.932810935013471,4.575781417582052,4.887274415067795,218
479,6.409162722747736,5.755877473622003,3.584343487192646,685
480,5.830834573271605,5.230308497002079,2.978279649710223,738
481,5.715820286819725,4.742398206670925,3.7336652169908113,280
482,10.13766898273404,9.064057740970787,5.693453572931662,139
483,5.731018436206208,5.167786065360858,3.266749351427537,236
484,5.425576057503426,5.087780750735966,3.0347478726500774,124
485,5.744421916025593,5.231696766640411,2.8664729751586595,218
486,4.937830262714346,4.540558144316269,2.600336501558897,591
