courier_id,dispatch_to_dispatch,fetch_to_arrive,grab_to_fetch,delivery_pickup_ratio
43,6.321622644359565,5.581904526878484,4.21866687984708,1.3231441793955578
44,22.092357177227687,10.4720233733712,3.711606158189982,2.8214263386388043
45,8.022957620146688,6.4300327490631615,4.884278585486995,1.316475429589372
46,9.05066979746155,6.4443388139513225,5.05897003042848,1.2738440384485745
47,10.958341468849682,5.51534957283349,3.8294788378148135,1.4402350310364092
48,10.491732511722349,6.209976255394871,4.548343313905666,1.365327071157775
49,9.819560187585882,8.403814796692728,3.9157225725538423,2.146172166434085
50,6.653754015687954,7.479619446998677,5.277590176630721,1.4172414296431328
51,9.420653281687892,6.397631474242191,4.830643725911596,1.324384872336013
52,9.914156957769917,6.353685750314895,3.961038759698416,1.604045336531534
53,12.866001217825819,6.4628564840565765,4.934951674816484,1.3096088695330355
54,5.312098888436093,5.79560182229188,4.750024830323861,1.2201203213282426
55,4.739785650219708,7.9632202515833725,4.710885508718026,1.6903871335540916
56,9.549172965814495,7.233828407535665,4.511259643150939,1.603505224647881
57,6.6981201506896,7.735694995769907,4.834859503286915,1.5999834101716703
58,7.995501237411264,6.736402213314735,5.248309969685107,1.2835374153251302
59,12.55911090086547,6.6561651530254755,5.340021099471333,1.2464679500394562
60,7.833277850737877,6.635080427974767,5.260573013080028,1.2612847329515489
61,9.36692833228014,7.521642005254454,4.787168227893048,1.5712090420028786
62,11.942736057988151,6.172865758348544,4.74921366040155,1.2997658559389016
63,9.834979926572654,7.699659816134346,4.700217294095427,1.6381497565669827
64,7.878945459857964,6.658733317429908,4.108980651521325,1.620531679788892
65,9.175480496049387,10.046035333642694,3.874176851575686,2.593076082615284
66,9.793737289566083,6.222192587437433,5.534100411780545,1.1243367710119847
67,13.519831891591204,10.695434956243544,6.578617187201364,1.6257877076433949
68,7.82078886090178,6.250669250472197,3.762137014730736,1.6614677312382709
69,13.105631243718245,7.229209042956155,5.483984728712908,1.3182401849344412
70,7.076393899140507,6.05431172519055,4.675079714240995,1.2950178596416668
71,5.821899328250022,8.261497677587197,4.144231795498358,1.9934931454754026
72,10.038608188090418,7.80750172612316,4.315052558027532,1.8093642246832962
73,1.8138415287894358,7.0532107522043175,5.696674120140363,1.2381278274753287
74,7.9494653996658995,7.734913102056573,5.679147174743679,1.3619849713448708
75,8.325749478140228,6.820488520013312,5.712016873150712,1.1940595890171406
76,9.03652199437583,7.916115786963008,6.57916800492078,1.2032092478930891
77,9.999391550783779,6.602482471880611,4.225008109699262,1.5627147452624839
78,13.774559101851262,7.431360575319641,5.498953665134192,1.3514135648092047
79,8.14587005788888,6.962067557953655,5.37195512376711,1.2960025535491575
80,8.298115580226515,6.5182792273491845,4.111321921317666,1.5854460808702853
81,9.481784788854052,7.394814904487649,5.038949583103534,1.4675310364850123
82,9.06708208986494,5.48299783299885,3.7098368131710937,1.4779619991727058
83,11.6008028988958,6.591094965283702,5.851157054748929,1.1264601007307133
84,8.155587724866184,6.667945297917565,4.050435182127297,1.64622935514192
85,8.758686965467833,6.374779271532271,4.778334245608992,1.3341007438712178
86,10.164250256978328,4.83455794362759,3.4223265674371794,1.4126524305504733
87,7.728277846345076,5.354211237127626,3.7918504712625576,1.4120312173978884
88,10.579487244216569,5.947141461128256,3.4592970035151422,1.7191763109918305
89,6.61033719766454,6.244648097568022,5.103158843446706,1.2236828774372124
90,5.74477539678916,6.934473003244865,5.559515120670519,1.2473161512704936
91,8.224278680372748,5.144070568888344,4.809615302104856,1.0695388811319522
92,9.43800358782851,7.1339325516009415,5.718260991965065,1.247570294819542
93,5.518955736660822,7.108818590467231,4.66448960781436,1.5240292482499944
94,8.369029381391293,6.621683423965743,4.563346300779024,1.4510587160205952
95,3.232638787347052,6.905522630814106,4.756707055777263,1.4517443579854254
96,8.833407345862266,4.83053016727626,4.350439211134517,1.1103545947528697
97,10.226473559368177,6.677033537794359,5.040921206796653,1.3245661385843015
98,,6.38488839564113,4.643015083115952,1.3751599513125419
99,12.741165191997307,6.298516505445688,3.976052403474897,1.5841130514127677
100,,6.23408365068789,4.7186545997856815,1.3211570202597662
101,9.329590399787524,5.773249023596916,6.059966444985853,0.9526866321799236
102,14.790513786567821,6.239879174728652,5.06926618643277,1.2309235588040088
103,5.358439610887583,5.286154375831043,3.8063188585531917,1.388783907042498
104,5.905336483910769,6.413582396572643,5.03497639457052,1.2738058520966944
105,7.313379005506987,6.561331964581455,5.315636710027888,1.2343454458058762
106,4.53564222887862,8.600320409354868,4.532352702415161,1.8975399696435813
107,,4.976445662001007,4.3995402358897815,1.1311285714368629
108,8.177942344051564,6.786551067584062,4.993616425881615,1.3590453268316274
109,12.177922730401429,8.142777300668008,4.990908726160914,1.6315219827575493
110,13.101975090629795,5.714407300201467,3.77190674462393,1.514991670551285
111,8.829887950583522,7.612322635890952,4.55316048040694,1.6718766379195575
112,12.871361769678014,6.3301983319635795,5.157916431233711,1.2272781880743797
113,9.659518504450219,9.69421306579189,4.350391943488732,2.2283539487289876
114,7.878732179933933,8.293366688316308,4.708867562939947,1.7612231767967594
115,5.329638157218645,7.2784575310271995,5.089655856231519,1.430049051767581
116,4.428340111967912,7.077836597853588,5.6590814995728325,1.250704128998292
117,9.015914029485218,7.038864255483636,5.054827789602,1.3925032757719036
118,8.335694063973026,6.056528094821098,5.818869847369576,1.0408426814287581
119,11.372992600731147,6.692984997410819,4.524133021088773,1.4793961552881334
120,9.69784066182231,9.137735310960453,4.77375539609746,1.9141607712935065
121,11.071407963735075,7.297000705243781,5.704067486561534,1.2792626879739957
122,8.104073755566644,8.690230161854902,5.3395941041686115,1.6275076330372107
123,9.539950853910822,5.963423750353425,5.214267549821073,1.1436742923861012
124,10.654454085389318,6.933783154525671,5.890622521018068,1.17708835183133
125,8.780875970392596,6.478638111483769,3.8442030325353556,1.685300712957123
126,13.211565290096233,7.337187090204913,4.309502108452289,1.7025602739152583
127,9.75057191083594,7.872636397428731,3.7250195317080554,2.11344835387181
128,7.502386989760153,7.2679063701756785,5.818122015713437,1.2491842471757555
129,9.772505047882289,8.40542777325066,3.814965827485442,2.2032773433231325
130,9.117538802394213,6.885753072132326,4.969978630276294,1.3854693519576622
131,10.205101427161903,8.16163813563366,3.8937934276274144,2.0960634628752635
132,8.941757644976681,8.643970913624141,4.137970806253348,2.0889395595931406
133,9.53139887712108,8.113409373874449,4.335014546486551,1.871599111576273
134,8.322688825460231,6.808310848907999,4.757503145411129,1.4310680709638595
135,9.804599486976167,8.527215032561523,4.9905454759521986,1.7086739462953249
136,1.9006387322971279,9.436925906505957,5.603880585266579,1.6839983941337033
137,12.798194385174163,7.777131349392107,5.182601060608245,1.5006231925710602
138,9.69520300529071,6.504293463710638,4.8539333305900065,1.3400046973698394
139,3.3154127814364758,6.223420003363256,4.369582638856099,1.424259595875836
140,8.875783470049385,6.643683409193045,4.23352535018931,1.5693028527385482
141,9.503519966130902,6.348408031085733,4.224918114356526,1.5026109049341005
142,9.85029012814153,7.115249218648846,4.7279732395084215,1.504925865314042
143,8.604025097440793,5.302113919224068,3.747957370661084,1.4146676162138028
144,7.982250940729321,6.649357948773539,4.229458662934376,1.572153431134435
145,9.463322630347044,5.095299416559006,3.739131103859358,1.3626961117517045
146,8.055622626912873,6.46101882526443,4.470676039887627,1.445199510682244
147,5.459246047369025,7.825389555403301,4.133525275053853,1.893151495318085
148,11.63306338846951,7.7732608084701384,4.821515436402985,1.6122028252323208
149,8.125894937449043,9.002567255228492,5.506815701225362,1.6348045301798033
150,,6.242604690223386,3.8396813444774023,1.625813219943915
151,10.066897146311375,5.44327053356229,4.623977584733787,1.1771835900618173
152,14.768243113932048,7.8998705631579424,6.574026269887368,1.201679190018401
153,9.868294840402879,5.5821695371817475,5.005874677071385,1.1151237090992288
154,7.351484934277996,5.807181579977827,4.2619704382705725,1.3625579210573482
155,7.191076210855349,7.842159513299209,3.34029544112067,2.347744279370738
156,9.018564640144534,5.858703536565824,4.055105049224921,1.444772321665412
157,8.570017121771231,5.4405892255682815,3.948271482551348,1.3779673585294108
158,8.777700930958899,8.643880514819717,7.571092575953187,1.1416952610345632
159,6.542754033388653,6.793594212371301,3.884576403196969,1.7488635844001517
160,6.7783709505477345,4.550066800297259,3.8858355143113905,1.1709365421000268
161,6.0887429776330775,5.554370730286372,4.571858835216429,1.2149042502147667
162,8.422856276996876,6.709447187387884,4.368846291154839,1.5357480534327386
163,8.533221360450822,8.385027022147092,5.897287297360297,1.4218447566392671
164,11.433163658521124,6.365692702673966,4.33247042744182,1.4692985928660327
165,6.3478615772665625,6.401931801518601,4.746024170546102,1.3489041714639987
166,11.010501552531073,7.29734038725601,4.01809067402942,1.816121381834844
167,6.35811008356341,5.469693394297115,4.4839141017551745,1.2198479431521825
168,8.458121128317824,7.619272129097616,6.209731144808752,1.2269890517671156
169,8.222279679154465,8.480267865462531,4.2073441934674625,2.0155869060176794
170,8.890480425141334,5.6513673172590275,4.151937926619207,1.361139645423543
171,8.522490255166248,7.148025822375682,5.427718871381221,1.316948425620409
172,10.138278033841718,9.557672457611277,4.7088528055482435,2.029724192344656
173,14.250006303631134,8.549653813274606,6.084803069513446,1.4050830759192106
174,2.890924757896807,5.420188109609424,5.536187782921806,0.9790470125182132
175,7.425625329414056,6.110608156224364,4.57431941010146,1.335850780933732
176,9.941351955476947,6.794290395061371,4.945353193929207,1.3738736402896106
177,12.957312068459263,7.637611853755378,5.127034798611,1.4896742764111015
178,5.806098349746989,6.537063950001203,5.192805128179616,1.2588694912749072
179,,6.954292603202163,4.054924271681764,1.7150240392326481
180,7.10634735532286,6.008504350838934,5.083069485740716,1.1820622101850653
181,14.516243604361408,7.557089717575914,5.148070680383811,1.4679459911790682
182,6.958845633563764,6.9776129517554235,3.5831270880426773,1.9473529071967752
183,9.057768492741765,5.654468236605184,4.811404533721196,1.1752219537923478
184,10.372885114298526,8.139454501282552,3.8429441204579593,2.118025723546712
185,7.823522883250643,5.8864570720819644,4.040000106792431,1.457043791208098
186,5.665210428115165,4.696031506965073,2.8955057136699187,1.621834653889552
187,10.816104245562034,6.297123265449559,4.6632560258773195,1.3503704773028955
188,8.054262433091619,6.639654874292903,5.325857583260666,1.2466827680788053
189,9.771081706409417,6.949903100305082,3.5778330214780825,1.9424895065208836
190,7.247728637492003,5.905427115259623,4.170289321000066,1.4160713228029604
191,9.140076467916412,6.512592369045066,2.59303320022219,2.511573075303093
192,4.068125232360785,4.878176212728874,2.743245726902504,1.7782498173202284
193,8.261010854115156,6.984585476388453,3.537624426323692,1.9743716784675336
194,11.860325594887614,6.242089586061106,8.463069970695447,0.7375679992810182
195,12.17243198143373,6.935330629149959,5.85192722498896,1.1851361718127045
196,4.4813264862286175,7.005229271162972,4.195022640830636,1.669890694505501
197,,7.505773018955661,6.286363828956364,1.1939768717143657
198,10.260125546619426,9.46502071266054,5.12676507345758,1.8461974709282247
199,11.812484864016731,11.048767649220334,4.146618525387327,2.6645247402371774
200,6.349441512796708,7.748509685427004,4.0554217872090845,1.9106544502636011
201,6.863904978412862,10.089117336688522,4.436959260058568,2.273880994921586
202,8.735607753532152,6.983270566733248,4.305376726771819,1.6219882741757934
203,5.261824567663859,6.3571828442250355,3.6474317672893366,1.7429202929132532
204,,8.89770516690974,8.058216092021416,1.1041780296410166
205,9.80877426157292,7.062987334117832,5.021067155719344,1.4066705572883245
206,6.813102307577985,7.205434707056162,5.311900282129504,1.3564702506364734
207,10.0366131362397,6.9731318364309764,4.821682419848212,1.4462030530518624
208,8.866355813500013,4.789699817894756,3.5248799063483895,1.3588263842034438
209,12.241309959109355,8.834361503488203,3.710861947423632,2.380676411209989
210,4.070496977710334,6.4210341361356305,4.662560316197987,1.3771476829647888
211,10.19845890917696,7.343577723736801,5.549162912557909,1.323366756293653
212,6.118598391368958,3.6015489552025937,2.969333364336812,1.2129149924555487
213,9.673774940636388,6.448736656469217,4.2488350771761985,1.5177658203563613
214,13.502052519835726,6.662205727010187,4.209679636001775,1.5825920979910353
215,9.87977417759615,6.150399325871461,4.363375360463541,1.4095508219623067
216,9.96531594892054,5.843085053117359,3.915257288757533,1.4923885257542302
217,,6.247477182431445,5.000749223601582,1.24930823424334
218,6.826980294368777,6.778430176080142,4.271892938480189,1.5867509494495204
219,12.733436834851666,6.665852530822482,4.825711902463747,1.3813200343392358
220,5.865081851751546,6.289991143095186,3.8420053504532707,1.637163556358168
221,8.797080958207415,6.180609595179344,4.202985066724313,1.4705285641179626
222,10.861341443086806,8.1107251798918,6.4613516034680565,1.2552675783095384
223,5.742116638455626,6.53428140661025,3.311420149430078,1.9732565218988753
224,8.28252154198183,7.072555094750352,4.940571422621978,1.4315257264304304
225,12.637858076391614,7.499529008518763,4.231350027542105,1.7723726375043165
226,10.49137376097077,5.805860450684284,3.798230200405525,1.5285699245044206
227,8.18773205101017,7.7808459751982735,5.475974348815643,1.4209062131346788
228,9.134225457025595,6.982182410397277,4.2586567868475145,1.639526911856605
229,3.3959256220661174,8.71534051955747,5.395205713344731,1.6153861377334653
230,4.358030673305128,5.41122630631425,4.76190583564892,1.136357268093027
231,12.713735707665847,7.64913321113133,7.248387201786336,1.055287610635126
232,7.371127394554741,6.5509452147248854,4.512434364987744,1.4517541275622916
233,7.26643118044989,6.125207807808499,4.6998851815784874,1.3032675419000996
234,10.584361104209844,7.0937197326478465,4.482245353157382,1.582626378908707
235,7.089173823601755,6.161157506710706,5.011316082270546,1.2294489921536111
236,8.409436884808866,6.9366513854162575,6.1673918540156345,1.1247301208694487
237,6.823862571160999,5.688874001769624,4.139789290230662,1.3741940961088503
238,6.430169343816175,6.058914820253903,3.887926379041249,1.5583923741241246
239,8.830651539114765,8.022012349735036,4.010803660525361,2.0001009844207287
240,7.510876993818495,5.678322386607164,3.74074814924951,1.5179643643602099
241,6.886667253711067,9.402048843085984,4.562546134366625,2.060702197018153
242,6.6742776001447135,12.348455029239675,7.055925183955025,1.7500830447181772
243,11.338552469807698,10.067446901485669,7.762035541346316,1.2970111831953144
244,10.556909665613214,5.24836767918188,4.346068222660669,1.2076128146853666
245,,7.843622630769851,5.535016032621501,1.4170912215144833
246,10.78241633216837,7.894348540872371,5.47656631575257,1.4414777591874295
247,14.910549414320961,11.984761037981244,5.815655423082094,2.0607756419705034
248,9.289554724227935,6.270472816107093,4.7370633222748735,1.3237046645802135
249,10.581858233826573,5.295002599805628,3.7285613303022433,1.4201194859724637
250,6.77199422167238,5.493279931069909,4.869300105212702,1.1281456908333134
251,11.994214481702707,6.2580172436151456,4.421110481517068,1.4154853785666444
252,13.6550850365495,7.829186786933579,3.917492881140694,1.998519722811565
253,8.011968306073271,6.101071677634038,4.525016022287297,1.3482983590741142
254,8.956044943274955,7.555126943729943,4.552919813601045,1.6594025928504896
255,8.155241415305904,9.000017919985341,4.5127241299219225,1.9943647475169408
256,17.851311233949886,7.052698838379676,5.141869269904272,1.3716215773239562
257,3.7000219058059516,4.962278764066404,5.197821461292334,0.9546843424730931
258,9.80809893724783,6.727836446817208,5.350233568557166,1.257484623915503
259,8.962155316230444,7.513199612971877,5.501085904622113,1.365766640120844
260,11.613594487559563,6.377719885741525,4.592357528682161,1.3887681535918432
261,12.071634085851265,8.870258686808993,4.381871068930354,2.024308462588856
262,8.163689753632402,5.801826101281922,4.261276348595465,1.3615230805658094
263,10.35311143045783,5.521714070197957,3.8961521356245394,1.4172223973776747
264,7.189023843227873,8.243360275979706,5.14565804782497,1.6020031256185223
265,7.919933741748584,8.216730961353347,5.96896299682835,1.376575958959599
266,10.636546397788523,5.821923065410933,3.9617752184959896,1.4695238231161212
267,7.759424284064289,4.846132693854264,4.830405753238825,1.0032558218540737
268,9.67681084611974,6.41727446331629,4.400978192362087,1.458147298810408
269,8.60195937815466,8.659576380362296,4.375414151918237,1.9791443917522247
270,,7.831355578002304,4.111376283468071,1.9048014674532094
271,8.85653979941049,9.720576846965619,4.187774781940501,2.3211794695562324
272,11.084359373973273,6.636928646625013,4.206364241752073,1.5778302270515068
273,13.15181850285421,8.060206509896904,5.973439442959605,1.3493409595700845
274,14.343826992271026,7.2722666756397984,5.469864646045792,1.3295149233531722
275,6.618963057061772,5.493962362147676,4.2205181256471676,1.301726991471039
276,7.47419976894562,4.460429392642276,4.2720177192466355,1.0441036732003224
277,,5.212063037320598,3.168292265070588,1.6450701517602815
278,9.99567978433135,5.994620067006812,4.634659107076436,1.2934327916057338
279,7.275232610001078,5.736487763565732,3.6379561337976596,1.5768435771591938
280,,7.58853502153436,6.3965858304128025,1.18634146757703
281,7.879761687553919,6.224489964671835,4.276656180519314,1.4554571847568993
282,4.31127596342862,7.802666885783637,3.7637732676398263,2.07309695110208
283,15.158935342627858,7.986128426769156,5.5133705874798125,1.4485020188747466
284,7.056962287482217,5.001422402714044,3.8264842147276195,1.3070542362266246
285,9.901477796648953,6.284327061917842,4.711191952174577,1.333914458530424
286,4.340355341919913,7.003381806023659,5.0044012332088235,1.3994445048789759
287,3.314261188388555,7.511116017827658,5.104557134104354,1.4714530213884185
288,8.678435894719327,5.580977691929406,4.4008591874909175,1.2681563881418607
289,7.87924555803172,7.9821948806561505,5.803833899936276,1.3753313789258843
290,8.238061784720447,5.985867533184086,4.437299409030621,1.3489888739538014
291,9.188421513389308,6.758532774930674,5.267452582511335,1.2830742506102342
292,6.709846277819606,6.174601769045269,5.129718465230083,1.2036921345484248
293,14.26282480190463,8.833945689989628,5.03809780921414,1.7534287789794971
294,7.195203564264404,6.7904935399935535,4.117048197818043,1.6493597387546701
295,,7.3186461813279955,5.309236367341715,1.3784743558125618
296,5.823786543514905,6.80482521468717,4.163303416100184,1.6344773691900005
297,9.103479447802737,6.20299615286142,4.547019691183237,1.3641894194760484
298,,7.843073270703728,2.2485953182577947,3.487987903835235
299,14.591787776991028,9.559926163765763,4.68396160655103,2.040991572261217
300,,5.772521145568725,4.938320991828706,1.1689238417511427
301,10.311671365847145,7.210961704849302,3.6648016172031133,1.967626752564176
302,9.32093789987791,6.877991990835603,5.429458993786041,1.2667914056828484
303,,7.863376272723246,4.951336283262563,1.5881321370363204
304,11.21741899211845,5.404359903792989,4.865295618297703,1.1107978482269278
305,10.44796234458799,6.886396049434332,5.292377283178391,1.3011914459164629
306,8.622545615429013,6.25797494514585,4.3466620057318375,1.4397197060396256
307,15.498367385447972,6.125638699187703,4.85315399550025,1.262197470936895
308,11.882780499004065,8.291788632680463,5.201934580611945,1.5939817204900402
309,9.529743769855338,6.778737631133153,5.129886028319472,1.3214207087079939
310,8.567427425764537,9.148192378829158,5.36703049441253,1.7045165642999593
311,11.436440656919773,9.102174507170767,4.436156759123351,2.05181534409291
312,6.874097714962911,4.51325516813898,3.95237971957935,1.1419082902842452
313,9.300278222920923,7.816055237736992,5.292990263911911,1.4766804486733272
314,,10.173426775494443,6.5501359341102825,1.5531626943061785
315,11.001115933179438,6.970394808951689,5.584828431356758,1.2480947077649664
316,9.165252780039916,6.309594211697523,4.2609264560256666,1.4808033597422683
317,12.355846713493717,8.496269850866344,3.958208066354902,2.146493996383198
318,22.21122123642517,7.375705067590078,6.122663843601719,1.2046562176196898
319,6.8419272878016315,5.896473460945251,5.154040135602376,1.1440488055602043
320,5.914117780444153,8.604877178808827,3.9896607164273314,2.15679422146812
321,4.402301988115841,6.961496402885456,5.686674963370003,1.2241769483445166
322,6.11271867158576,6.307679151097246,3.603840710371573,1.7502658019662847
323,7.379704516210522,5.816383864433531,3.4452967603745033,1.688209831829201
324,6.050518471238446,5.171328720670834,2.8216095191942956,1.8327584612584862
325,10.922534791143288,6.772820049856578,5.922262318905814,1.1436204080720138
326,,8.079164063624711,4.795734865317426,1.6846561143429595
327,13.72101564533026,5.311383718050132,4.133558708026831,1.284942126922286
328,6.3493618310248,6.389956563467418,4.085057943644662,1.5642266649873615
329,17.043241721473418,8.270169978234797,10.346200414606503,0.7993436862637207
330,7.621285640124266,8.951278946486257,5.206399179792577,1.7192840267086238
331,7.451135371354008,5.838470053025404,4.269147503906067,1.3675962350055793
332,7.967709203307174,7.718619857935733,4.002529406761689,1.9284355150261359
333,8.65107161385088,7.165888730917579,4.992489652939986,1.435333717055922
334,7.63383998847116,5.864619020884022,4.650968079865995,1.260945876251422
335,9.709666166585894,6.630743020884384,5.463316547498703,1.2136845747882152
336,11.76555112430057,10.208021286646085,6.056386092624396,1.6854971150332778
337,9.893364565549735,8.016682112204716,5.8406762506549335,1.3725606022600174
338,,7.315349042351394,8.464672633325527,0.8642211411166415
339,21.19355992417908,7.944345483080131,4.362059524791934,1.8212372935142531
340,3.564947495813277,6.390544570804121,4.123012989385884,1.5499695458771723
341,,8.757514669353077,5.74755319911178,1.5236944080320043
342,10.463456267542776,9.238969740316938,4.6793609234125935,1.9744084484039082
343,9.63653850799894,8.978469499466895,4.738893088786818,1.894634323089452
344,4.49438870867712,8.343911029763621,5.1298451211711145,1.6265424847483025
345,,7.647735872368407,5.178275973358496,1.4768884299938696
346,,6.338840280171186,4.851220739878483,1.3066484953084132
347,10.156486209464033,8.540422679643601,9.612843261684972,0.8884387737480499
348,,10.440066195180355,6.024937329474275,1.7328090939812872
349,12.990789889450305,6.649878693203281,6.043149747099932,1.1003994558292245
350,5.976486621310829,8.634345652389277,3.8647384678435825,2.2341345279198164
351,10.997273957388218,7.646130121370217,6.065407825451105,1.2606126976798215
352,,6.1987254047455504,3.699668693274107,1.6754812170113118
353,12.608722088729973,10.20597369409384,4.418174123351585,2.309998069146194
354,,8.005658614498238,5.526702973568008,1.4485414998392487
355,6.21232148481577,6.289620446902634,4.800210586341449,1.3102801082934072
356,10.616207438461938,7.871621458218868,5.534796108921215,1.4222062210261117
357,17.275969588045406,11.033946737946934,8.778553912138937,1.256920769454893
358,7.755129180499694,7.404258676655475,4.715282472251632,1.5702683180123054
359,8.419823549883542,8.06678945237486,3.945992947165704,2.0442990041756177
360,6.944551626104471,6.723304625881026,14.327513678488467,0.4692582939896607
361,7.447864478884684,7.750834346068401,3.818412456046419,2.029857810094619
362,,5.895944354362974,4.464597504216749,1.320599303474577
363,9.331305356983453,8.305232248971773,19.01770409401616,0.4367105623220302
364,8.118015728132299,6.826657823143166,5.230002983857494,1.3052875580021233
365,8.958737571170463,6.744972560711155,5.520940119011521,1.2217072482790823
366,8.319815709111099,6.493400110924261,4.224182897534077,1.5371967238243567
367,9.539805411622552,7.617118551680228,5.013996502102819,1.519171094053553
368,6.623974107469196,6.130286350371823,4.50628648268717,1.3603854024647444
369,8.485163459447696,5.7157025135818715,4.717212451341262,1.2116695129889061
370,8.593547842958865,6.20575765072666,3.9171114047190603,1.584268867934264
371,8.866415295393626,5.9271672557630986,4.846812629494478,1.2229000188070611
372,8.168864718740954,5.490665655021809,4.138027693555054,1.3268798716773882
373,11.674559699387792,6.662747722974553,4.374295880041307,1.5231589050422523
374,9.988547141645416,5.131263906575543,4.15125758646052,1.2360745628773675
375,6.387680434115379,6.48049831211361,5.391988140570877,1.2018754758291228
376,7.042262220856157,6.3229831711082305,4.378768918504764,1.4440093297427
377,4.399591313590187,4.434966864910922,3.6370684340403536,1.219379548485481
378,6.582482015317827,8.238108761130333,3.8426712308853057,2.1438494906659944
379,4.642527277768151,5.748619794875602,3.7093768393186597,1.5497535149142496
380,6.614878607401331,7.390656438599129,3.614938711661231,2.044476276944342
381,9.122490726644429,5.498438950611342,4.699931002353912,1.16989780229912
382,13.810311375459278,6.319926470619542,4.2194265097776755,1.49781645822587
383,5.64912402427278,5.271915051507852,3.862960467987174,1.3647344038844966
384,7.462702197483332,5.3361697765080125,4.558291751304961,1.1706512148943424
385,5.27767243250988,6.109694055399444,4.638798472710687,1.3170854675713553
386,7.385765012480119,6.908065365945106,4.888326188836195,1.413176023670746
387,7.541663989305475,7.316115875750889,4.3542778786558864,1.680213362498878
388,8.011405822305381,7.326484223268335,4.485182190019641,1.6334864254948476
389,12.04025611479723,9.033819765092874,6.794418669998397,1.3295942160560155
390,7.651928086644304,6.283357320055138,4.960756464428342,1.266612736406363
391,4.175621314727883,5.194153086139644,3.374530317892709,1.539222527828179
392,9.912630013040571,8.172800171263887,5.693597533192868,1.4354369313281485
393,12.279705940692823,7.561835771606805,3.9934975029793978,1.8935371227765148
394,10.087272636990258,8.259925444822663,5.420404377786776,1.5238577916202078
395,5.504382188824922,7.9037891812046945,3.1458196151398607,2.5124737423487957
396,12.358903222668232,9.847504268562092,3.9202632194074014,2.5119497639371957
397,11.039643470881945,7.222351992646444,5.27678011939721,1.3687043669106844
398,10.54432716660626,6.286759061119777,4.130287059248931,1.5221118946301488
399,10.391730759032297,8.6230884857114,5.518936287000269,1.562454798766728
400,9.83013323748263,6.5990828046236585,4.973059666855443,1.3269663440005295
401,8.738012182845303,5.9420115169013386,4.088826160721231,1.4532316325850407
